,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,id,mood
70,0.821,0.0823,120.462,0.104,0.0785,0.0,0.376,199453,-3.974,0.331,1wYZZtamWTQAoj8B812uKQ,Dark
71,0.88,0.128,95.079,0.0504,0.205,0.0,0.626,202621,-2.384,0.534,08bNPGLD8AhKpnnERrAc6G,Dark
72,0.808,0.66,109.902,0.0541,0.0175,3.67e-06,0.756,264847,-3.655,0.638,7GQqj9jRtDkMp8zByehXQI,Dark
73,0.593,0.15,123.772,0.0949,0.287,0.0,0.707,329228,-8.581,0.478,3dP0pLbg9OfVwssDjp9aT0,Dark
74,0.675,0.181,119.898,0.0332,0.399,0.0,0.549,214762,-5.637,0.206,3SKzTIl9mW0DadTys9SFo3,Dark
75,0.868,0.151,83.469,0.0837,0.0082,0.0,0.408,228533,-4.438,0.387,4x3qqSA4cP49oZQXPLnDBe,Dark
76,0.826,0.11,139.846,0.0329,0.293,0.0,0.582,198875,-4.683,0.556,4c6D6IkTEpUmACruCkgfpx,Dark
77,0.579,0.108,99.745,0.0266,0.0933,0.00076,0.6,281283,-7.46,0.266,1XSoEETVRA7mteA8lA2ozh,Dark
78,0.706,0.0982,91.996,0.0458,0.0495,0.0,0.601,226143,-4.537,0.249,2WEAKylXBPr9PJNANBSTDG,Dark
79,0.689,0.192,135.178,0.274,0.24,0.0,0.494,238222,-11.177,0.39,7Jd3Ej1Xx5OTcRxUDV9rl0,Dark
80,0.7,0.11,205.714,0.0317,0.00296,0.369,0.252,282173,-5.645,0.36,3B1pNvHN70d44FzgKKzXib,Dark
81,0.675,0.106,100.501,0.0273,0.0381,0.0058,0.605,190448,-3.996,0.366,5ZLBq7F7pL9MxZWMbQbBSC,Dark
82,0.607,0.142,91.996,0.0301,0.00186,0.0,0.634,196754,-6.787,0.359,5PtdC0vcAAETHx2gt2qVGv,Dark
83,0.299,0.294,83.975,0.0297,0.295,0.00533,0.603,225347,-10.816,0.0395,1gzXHWAGYKbaHubERNp0Ox,Dark
84,0.0647,0.135,118.967,0.0467,0.967,7.75e-05,0.495,118834,-13.052,0.249,311q3StU6e78qyti2HhaS2,Dark
85,0.454,0.124,178.596,0.0339,0.592,0.0,0.279,229600,-4.393,0.212,359ofvoEja4de0XjzUL3D5,Dark
86,0.694,0.0719,97.005,0.0253,0.00281,0.0,0.63,195519,-6.257,0.216,04ZTP5KsCypmtCmQg5tH9R,Dark
87,0.862,0.179,127.992,0.0973,0.00117,0.0,0.616,234693,-5.18,0.569,5sAlmL7Qp9N9BJTADkwEt9,Dark
88,0.282,0.0976,155.831,0.031,0.772,1.5e-05,0.341,256347,-10.821,0.133,1BOtiZR5OTg7e4nHFlI3p4,Dark
89,0.608,0.118,119.985,0.0532,0.168,3.36e-06,0.444,216133,-12.175,0.354,4EaBMhUIOfnFEbIgqCfKbi,Dark
90,0.0722,0.114,46.168,0.0393,0.844,2.47e-05,0.169,342027,-19.226,0.113,5byUll2f3Zgnli3wJPoKRL,Dark
91,0.169,0.0907,132.925,0.0402,0.974,0.0585,0.215,257760,-17.88,0.0547,7LAJWSKK8JMIZAcblgUMS6,Dark
92,0.158,0.0879,75.268,0.0448,0.963,0.000126,0.267,169533,-17.346,0.116,6wXbF4Do590yIE8snBfzGi,Dark
93,0.415,0.0939,115.444,0.0443,0.729,0.0,0.463,160440,-14.067,0.233,3buDoGEwFbwS8ozgA5o3lA,Dark
94,0.265,0.134,79.012,0.0356,0.863,0.0,0.19,262533,-9.206,0.101,4UzVcXufOhGUwF56HT7b8M,Dark
95,0.868,0.229,131.964,0.0348,0.00889,0.108,0.51,183093,-3.283,0.639,76qQP4YzAtiGLxUMy9yMT5,Dark
96,0.545,0.143,175.211,0.032,0.0221,5.78e-05,0.324,305747,-5.131,0.217,7DdnAf2xjv1Wb53OPjd4cq,Dark
97,0.942,0.357,74.972,0.0628,0.00112,0.0405,0.448,221107,-2.397,0.644,3oYCCn5nNmL6TIZG22XAd8,Dark
98,0.948,0.105,196.578,0.147,0.0104,0.0,0.185,207587,-3.892,0.316,1Q2fYlSdwuutWj3QplhY9q,Dark
99,0.841,0.267,183.17,0.146,0.00582,0.00771,0.289,208134,-4.33,0.399,0NBAXi7pWtoiLo7oomWBKw,Dark
0,0.786,0.208,172.085,0.0708,0.00753,0.0,0.496,207907,-6.037,0.155,4j0l86d96e5OUXaeMzIAzq,Aggressive
1,0.927,0.357,94.961,0.237,0.0305,0.0,0.805,238173,-2.339,0.746,5NqQXBoJUEBVJUV57wiqim,Aggressive
2,0.783,0.216,87.154,0.138,0.00353,0.0,0.603,180333,-6.891,0.182,422lAAWQO9TqL1LxIPdhOn,Aggressive
3,0.847,0.0816,171.447,0.186,0.0622,0.0,0.548,297787,-3.237,0.1,4xkOaSrkexMciUUogZKVTS,Aggressive
4,0.737,0.34,90.521,0.185,0.133,0.0,0.637,223190,-2.875,0.101,4WVPpEGS7FX6TVkV0pHskN,Aggressive
5,0.943,0.246,81.58,0.349,0.394,0.0,0.661,162717,-2.155,0.833,1CmVAFQMwKfIOht1KYSNQR,Aggressive
6,0.888,0.0814,133.91,0.307,0.116,0.0,0.662,264229,-3.087,0.264,4iHfb6fKkrPsUqZtnZ1wTc,Aggressive
7,0.777,0.227,96.986,0.094,0.00323,0.0,0.642,214400,-4.809,0.413,3zmduBNsQ6BPDTZAkXzG5K,Aggressive
8,0.835,0.0795,84.858,0.0911,0.0583,2.87e-06,0.688,230493,-4.162,0.88,6ndmKwWqMozN2tcZqzCX4K,Aggressive
9,0.881,0.267,74.965,0.171,0.549,0.0,0.633,176488,-3.526,0.571,7qK3sX9MNReAgUQ6jdTAWC,Aggressive
10,0.946,0.0825,139.943,0.261,0.094,6.63e-05,0.716,200571,-3.412,0.587,6KigD0mlF4VGDYiSEzAyYw,Aggressive
11,0.714,0.08,88.449,0.0609,0.0381,0.0,0.595,325333,-5.705,0.141,0Cw5iiA8OHWIhuIIA8u8N5,Aggressive
12,0.765,0.39,84.94,0.291,0.169,0.0,0.698,216000,-4.562,0.589,6xbZaeFj8BPE3HGXF7VVjX,Aggressive
13,0.836,0.103,165.902,0.32,0.226,0.0,0.709,189416,-5.55,0.706,5aZceoAnPoEdxwFaim3jqf,Aggressive
14,0.932,0.425,112.49,0.0485,0.00154,0.000142,0.554,242280,-3.424,0.478,1vcxF91pWs9uNwDROuiCPB,Aggressive
15,0.94,0.0759,134.876,0.0528,0.00369,0.0,0.387,238573,-4.16,0.444,5sG3G54H21hNfd5etlheoe,Aggressive
16,0.975,0.112,154.486,0.0779,0.000578,1.42e-05,0.407,234787,-3.176,0.564,0wHNrrefyaeVewm4NxjxrX,Aggressive
17,0.815,0.174,165.015,0.0755,0.0111,0.0,0.596,206567,-5.668,0.459,7zBQRGpYImAdIZc97FNj3V,Aggressive
18,0.793,0.582,107.045,0.166,0.0603,0.0,0.687,205733,-4.254,0.751,5sNESr6pQfIhL3krM8CtZn,Aggressive
19,0.871,0.246,119.149,0.281,0.0388,0.0,0.615,249560,-3.804,0.338,2c5Isyd07hWsl7AQia2Dig,Aggressive
20,0.83,0.325,118.332,0.475,0.296,0.0,0.581,241827,-7.032,0.52,5KUiLOgwUB2Y8dzTBv8j7R,Aggressive
21,0.899,0.0719,95.027,0.183,0.0135,0.0,0.761,217587,-3.09,0.673,1zzxoZVylsna2BQB65Ppcb,Aggressive
22,0.637,0.0822,164.069,0.0812,0.00402,0.0,0.532,236898,-5.145,0.445,4m5FMVGO6GELhcL0byhQj9,Aggressive
23,0.721,0.824,117.139,0.386,0.062,0.0,0.536,191942,-6.44,0.393,61QSuw5VlC0LTS8WMO356g,Aggressive
24,0.7,0.0895,172.103,0.0411,4.55e-05,0.0188,0.477,203840,-10.173,0.62,1drGUJR281HSpGvXIJVBzx,Aggressive
25,0.844,0.117,142.011,0.209,0.28,0.0,0.768,160084,-6.044,0.37,23SOLLrMMW31ebUFfuGNW6,Aggressive
26,0.826,0.266,145.983,0.159,0.046,0.0,0.77,239962,-4.615,0.462,0WwrwEmAXGy6keX7noxBYO,Aggressive
27,0.889,0.446,82.918,0.317,0.0922,0.0,0.405,229480,-3.303,0.338,2sYUGgzQfHQ6lOWzbrny8Z,Aggressive
28,0.765,0.376,151.073,0.245,0.227,0.0,0.66,208600,-7.121,0.771,39SQnz9u6zd91nZdaPmmJK,Aggressive
29,0.943,0.261,163.128,0.106,0.0138,0.0,0.512,265053,-5.185,0.485,4U0p10TUdRyhQ06ZqGAtxx,Aggressive
30,0.902,0.0797,103.014,0.152,0.194,0.0,0.698,207773,-6.488,0.552,0d9iRVkb4ugBrAxR83PplQ,Aggressive
31,0.538,0.0928,160.075,0.0918,0.0483,0.401,0.649,150000,-9.793,0.355,46eK1kembooWblMi7M7yLM,Aggressive
32,0.845,0.363,152.057,0.0524,0.169,0.0145,0.721,232105,-3.996,0.486,1ZbJScG0Dr74y1hvgDneYm,Aggressive
33,0.702,0.0948,136.0,0.195,0.0925,0.0,0.806,185294,-7.578,0.101,48KQyOEsDflKNbt4yq6HgY,Aggressive
34,0.613,0.11,95.96,0.277,0.245,0.0,0.712,235000,-8.512,0.381,0Y2EhhpZTKChZNerxIt6T9,Aggressive
35,0.861,0.317,179.815,0.383,0.00172,0.0,0.571,282027,-2.696,0.372,66ezChUOWvgzRQAi3Ay1wt,Aggressive
36,0.887,0.0657,104.025,0.0323,0.00264,0.000502,0.531,231665,-4.417,0.621,67EfIBpKlV37lSIDOs77AN,Aggressive
37,0.943,0.246,81.58,0.349,0.394,0.0,0.661,162717,-2.155,0.833,4Sm888rZ1MKAGO6uIKL2xl,Aggressive
38,0.905,0.222,96.95,0.0752,0.000289,0.00011,0.217,311107,-4.103,0.236,5wQnmLuC1W7ATsArWACrgW,Aggressive
39,0.545,0.107,134.043,0.102,0.339,0.0,0.597,250558,-6.956,0.344,0FsPxILNGMIKCb9OACFNt6,Aggressive
40,0.978,0.117,87.016,0.0801,0.00189,1.36e-06,0.489,274387,-2.123,0.237,5txqGXUFEWkbPHE1NznsWe,Aggressive
41,0.966,0.765,94.131,0.323,0.0562,0.0,0.473,232680,-1.953,0.512,2iP3AaNoQLvwDZ3sxPfRVI,Aggressive
42,0.89,0.201,90.598,0.0603,0.000481,0.00082,0.589,199907,-3.719,0.692,5W8YXBz9MTIDyrpYaCg2Ky,Aggressive
43,0.947,0.888,143.991,0.218,0.0252,0.0,0.596,279373,-4.514,0.555,2fWSwWmKRuyioqIzOzuQGo,Aggressive
44,0.712,0.0873,92.486,0.161,0.0903,0.0,0.855,231573,-6.17,0.557,4EcF55fGcfwbZhGM7K1yLA,Aggressive
45,0.929,0.145,174.044,0.33,0.0164,5.12e-06,0.644,235580,-2.184,0.732,7rPKz7NSruuRmD4gss2qwY,Aggressive
46,0.67,0.35,95.413,0.0449,0.00253,0.0119,0.674,223253,-6.36,0.237,7Kho8NahTcrqnCK5IZGwJb,Aggressive
47,0.931,0.5,201.936,0.347,0.0738,0.0,0.51,268867,-3.302,0.53,0LWkaEyQRkF0XAms8Bg1fC,Aggressive
48,0.834,0.4,135.974,0.0366,7.54e-05,0.0,0.523,218454,-5.133,0.559,333nLXIkj5thGuWvIymETt,Aggressive
49,0.889,0.469,130.07,0.0431,0.0166,0.0,0.612,200538,-5.793,0.442,3vTweVhyRgJIjthsLnynQs,Aggressive
50,0.741,0.217,168.02,0.0408,0.00293,1.2e-05,0.651,232773,-5.067,0.386,4IXiFMhtXEbSEG8UoAeTwD,Aggressive
51,0.864,0.0957,85.475,0.133,0.0116,0.0,0.767,257907,-1.847,0.747,1pLQoF3VeG6KwNJRys3eq3,Aggressive
52,0.83,0.173,100.039,0.0751,0.00882,0.00248,0.789,206400,-4.183,0.443,5qBcafzXycpvGKiKCfTQjd,Aggressive
53,0.854,0.377,105.1,0.133,0.247,0.0,0.827,176000,-3.508,0.462,2SxaA6dhE2lEP1faOFPCu8,Aggressive
54,0.95,0.272,191.936,0.26,0.00105,3.63e-05,0.431,158733,-4.918,0.56,0jqK7sGTLsHPkQrrcrGuKD,Aggressive
55,0.984,0.044,104.345,0.0626,0.00052,2.48e-06,0.572,165173,-3.847,0.524,7ycK2uijskzxp4cGpGNoCi,Aggressive
56,0.899,0.313,175.937,0.0491,0.000811,0.0,0.391,209667,-4.105,0.539,4lUHxbFilSwlkl52me8x1W,Aggressive
57,0.77,0.0887,137.616,0.0353,0.00342,0.0,0.654,321293,-6.091,0.272,5dANgSy7v091dhiPnEXNrf,Aggressive
58,0.93,0.152,154.946,0.0474,0.00137,0.0,0.509,149640,-2.689,0.783,2ZICF8SFI5tHttaLJKMY1X,Aggressive
59,0.963,0.448,108.724,0.125,0.00319,0.0,0.371,242990,-2.85,0.371,6l78mUZ86r0NrfRgni0LuM,Aggressive
60,0.811,0.0677,123.048,0.0431,0.00105,2.08e-06,0.71,199200,-4.079,0.914,3jUTjCISntIUFL8jnAjzgc,Aggressive
61,0.951,0.14,99.116,0.0498,0.00058,0.00165,0.536,205333,-4.126,0.491,0V5lmry5Citfw2drBNpEMy,Aggressive
62,0.551,0.0674,189.698,0.326,0.000705,0.824,0.432,227394,-7.922,0.526,28Fn2CkqbzXYC5PSkh0k91,Aggressive
63,0.928,0.12,109.996,0.0515,0.282,0.00147,0.729,194182,-4.279,0.322,4VZH6OfxPy1nNE7KbtVKyK,Aggressive
64,0.941,0.31,156.033,0.0575,0.000526,3.5e-06,0.483,232067,-3.598,0.503,5O9Dz0h08LuBi0aVvDcylh,Aggressive
65,0.981,0.411,104.471,0.124,0.000593,3.66e-06,0.523,229773,-3.865,0.449,3mSZz9k6TzRpin74YEipgV,Aggressive
66,0.896,0.189,184.981,0.117,0.000172,2.78e-06,0.492,285570,-5.819,0.534,1AEYT6VxrxXPMoQUxsY0E4,Aggressive
67,0.873,0.52,198.387,0.0567,0.00105,0.0,0.306,186373,-3.668,0.452,6gPd6brcBXlbGdy1obe234,Aggressive
68,0.983,0.294,103.096,0.0721,7.29e-05,0.0,0.402,175053,-3.816,0.363,6Lah64e21cUytn0QXfuOoF,Aggressive
69,0.936,0.262,120.004,0.167,0.206,0.0,0.884,236501,-3.931,0.758,4h7qcXBtaOJnmrapxoWxGf,Aggressive
70,0.967,0.336,142.018,0.0995,0.00791,0.0,0.533,186813,-2.543,0.782,0sdeLSxygcjyMyWPhZBdFs,Aggressive
71,0.754,0.0919,88.971,0.0255,0.00749,0.0,0.614,215440,-3.866,0.672,0vps0wYg8udCkEQ2EYkQRg,Aggressive
72,0.767,0.144,140.138,0.123,0.243,4.05e-05,0.615,291429,-6.066,0.299,6S7XekjbMtUQxhgySaIK8W,Aggressive
73,0.974,0.0932,102.043,0.0696,0.000385,1.8e-05,0.535,238379,-4.085,0.378,0X0wvZuhTcTU03Roz9fPJA,Aggressive
74,0.928,0.177,185.104,0.0724,0.036,0.0,0.342,178373,-3.569,0.283,3OZ0YmANXXnladoGzqAml2,Aggressive
75,0.962,0.065,164.032,0.0831,0.00901,0.0,0.452,208827,-3.063,0.566,4Ahphc0UzRSoMpJRHgnGQK,Aggressive
76,0.953,0.281,172.063,0.0704,0.0106,0.0,0.445,225280,-2.463,0.475,2jfk3m8nq5IvB35s2xIs1O,Aggressive
77,0.972,0.213,74.99,0.196,0.000994,0.0,0.498,201340,-3.443,0.334,5HDG2PPLki6wowJvZbAH9d,Aggressive
78,0.93,0.307,126.039,0.0396,1.17e-05,0.0,0.492,175603,-3.826,0.431,0UOtF2ojhKGYEjvZ28ZA6d,Aggressive
79,0.789,0.619,91.189,0.275,0.16,0.0,0.593,285453,-4.48,0.58,79t5idiRhbDB1oLaVcTVsD,Aggressive
80,0.939,0.491,159.932,0.0593,0.0425,0.0,0.434,209493,-2.983,0.569,0KCr0VngtbPhpbngIIfiLW,Aggressive
81,0.76,0.0955,182.071,0.129,0.0357,0.0448,0.34,233593,-7.753,0.0381,6E7mneOYKKKFivxPHeRWE7,Aggressive
82,0.921,0.262,107.049,0.118,5.08e-05,1.47e-06,0.539,238213,-2.688,0.232,6xrqktHyZEDvPJSEsxuwYz,Aggressive
83,0.626,0.112,129.996,0.0332,0.0135,0.0,0.726,287073,-8.884,0.634,5UDIJbA6a3epCgntdODPCl,Aggressive
0,0.97,0.205,79.504,0.0648,0.0644,0.000156,0.715,239240,-2.206,0.963,3AszgPDZd9q0DpDFt4HFBy,Happy
1,0.609,0.0344,114.988,0.0824,0.00801,8.15e-05,0.856,269667,-7.223,0.928,32OlwWuMpZ6b0aN2RZOeMS,Happy
2,0.832,0.269,125.926,0.0298,0.168,0.00131,0.697,215093,-7.264,0.979,2grjqo0Frpf2okIBiifQKs,Happy
3,0.338,0.248,177.765,0.0329,0.652,3.73e-06,0.388,303373,-10.054,0.478,2RlgNHKcydI9sayD2Df2xp,Happy
4,0.651,0.105,97.918,0.0324,0.292,0.00241,0.69,254560,-8.267,0.706,0bRXwKfigvpKZUurwqAlEh,Happy
5,0.804,0.0685,107.383,0.0473,0.172,0.00028,0.731,205933,-7.621,0.957,7GVUmCP00eSsqc4tzj1sDD,Happy
6,0.503,0.0662,101.05,0.109,0.344,0.0,0.79,252524,-11.169,0.881,1WR8eDyLw7uW5KDv7Sr50h,Happy
7,0.626,0.183,82.488,0.0805,0.125,0.0,0.731,173640,-6.919,0.862,1v3Ozpbcx2B926aVW0UuXk,Happy
8,0.857,0.0726,127.656,0.17,0.00131,0.0,0.965,183760,-8.458,0.951,6jBCehpNMkwFVF3dz4nLIW,Happy
9,0.518,0.104,151.891,0.0897,0.223,0.0,0.815,177667,-6.594,0.877,0uI7yAKUf52Cn7y3sYyjiX,Happy
10,0.884,0.0997,119.991,0.0459,0.00516,0.0,0.612,245626,-4.4,0.626,0QULNNd9z5s35entfiiXoa,Happy
11,0.8,0.0822,100.011,0.0399,0.00584,0.0,0.706,259333,-6.333,0.629,3U5JVgI2x4rDyHGObzJfNf,Happy
12,0.782,0.317,79.427,0.185,0.375,0.0,0.655,184227,-4.789,0.832,3cU2wBxuV6nFiuf6PJZNlC,Happy
13,0.709,0.0289,122.019,0.0839,0.0048,0.0,0.7,202960,-5.006,0.625,1gv4xPanImH17bKZ9rOveR,Happy
14,0.765,0.0527,120.001,0.0585,0.00765,3.82e-06,0.765,227147,-2.732,0.886,4urcG6Nfubqsuqy3juMjBi,Happy
15,0.571,0.0912,105.049,0.0439,0.0558,0.0,0.575,197947,-7.906,0.449,4NBTZtAt1F13VvlSKe6KTl,Happy
16,0.727,0.327,110.037,0.0679,0.706,0.000105,0.873,196198,-7.373,0.835,1CIEmoSeUqxnUAx5tQBiDS,Happy
17,0.678,0.101,103.952,0.0324,0.0151,5.71e-06,0.693,228267,-7.159,0.404,6oJ6le65B3SEqPwMRNXWjY,Happy
18,0.771,0.087,125.011,0.0725,0.00761,0.0,0.729,198053,-2.451,0.873,3SPDQfj2UfWq6A2NllZnzn,Happy
19,0.748,0.16,120.052,0.0488,0.189,2.66e-06,0.636,166183,-3.158,0.631,6NT3mn7s2Td1WzhK4DcUcQ,Happy
20,0.438,0.0764,175.139,0.0529,0.064,0.0,0.424,144893,-15.192,0.924,6fvIzrJ6boUDFF19fH4S2s,Happy
21,0.881,0.21,138.03,0.0393,0.209,0.0,0.642,222045,-3.537,0.913,38zwkK6TtTjIW9tpYBfZ3D,Happy
22,0.801,0.328,160.547,0.0565,0.691,0.0,0.458,159853,-7.83,0.93,7FS541dJh3iQAEXEZoDhE6,Happy
23,0.569,0.046,167.202,0.0552,0.261,0.308,0.737,190707,-6.702,0.912,2dlEdDEmuQsrcXaAL3Znzi,Happy
24,0.573,0.0607,81.548,0.0423,0.271,0.0,0.62,231333,-11.893,0.897,0ikz6tENMONtK6qGkOrU3c,Happy
25,0.911,0.348,117.147,0.0417,0.0557,5.54e-06,0.661,334187,-6.571,0.919,0pBhA8yQ5FUKyQG13x2Qmh,Happy
26,0.514,0.0605,114.06,0.0295,0.255,0.0471,0.814,141267,-11.571,0.787,1orD9IAKp9MotxkDEhl6Mr,Happy
27,0.868,0.129,121.822,0.105,0.0876,0.124,0.647,242240,-6.427,0.803,3pf96IFggfQuT6Gafqx2rt,Happy
28,0.943,0.653,129.003,0.0431,0.0736,0.0,0.696,194867,-2.962,0.833,3CSpzkoL1XgDBZ1q9aDCUV,Happy
29,0.748,0.447,118.852,0.0363,0.127,0.0,0.5,250987,-9.072,0.514,4bHsxqR3GMrXTxEPLuK5ue,Happy
30,0.957,0.291,159.977,0.0634,0.00162,0.000617,0.426,174933,-5.552,0.888,4VRJfWj7cNKivIggXeje8z,Happy
31,0.822,0.0908,160.019,0.183,0.219,0.0,0.647,232720,-4.662,0.962,60nZcImufyMA1MKQY3dcCH,Happy
32,0.832,0.0968,113.035,0.0682,0.0106,0.0,0.669,237547,-5.72,0.7,1WkMMavIMc4JZ8cfMmxHkI,Happy
33,0.905,0.224,123.517,0.0636,0.0124,0.000265,0.839,455577,-4.879,0.849,21uey4kQ7dai4fGgGNLGcn,Happy
34,0.748,0.604,94.1,0.0887,0.0849,0.0,0.652,267413,-5.242,0.652,1z6WtY7X4HQJvzxC4UgkSf,Happy
35,0.824,0.0888,118.818,0.0453,0.207,0.000307,0.709,291293,-8.824,0.867,2tUBqZG2AbRi7Q0BIrVrEj,Happy
36,0.773,0.11,119.961,0.148,0.019,1.28e-06,0.681,199008,-5.749,0.429,00ETaeHUQ6lops3oWU1Wrt,Happy
37,0.732,0.342,123.982,0.0421,0.0547,2.47e-06,0.786,190680,-6.664,0.631,3qcse1HvDQ1vGQo6Egtkom,Happy
38,0.647,0.0964,130.032,0.0301,0.0301,0.000142,0.639,148034,-6.537,0.352,6CenzKfN5aqSMXV8yJAi43,Happy
39,0.733,0.17,119.933,0.0359,0.248,8.96e-06,0.66,217000,-4.619,0.304,2iL0W5qi0ivZ9WRXbZ74cS,Happy
40,0.523,0.132,104.988,0.03,0.184,3.56e-05,0.765,217307,-4.333,0.394,1rfofaqEpACxVEHIZBJe6W,Happy
41,0.724,0.0522,112.992,0.0754,0.0934,1.73e-06,0.838,175333,-3.025,0.385,5yjOhc3JKrznGouRHMagoJ,Happy
42,0.486,0.111,128.038,0.0311,0.0129,0.0,0.414,230762,-6.431,0.368,4ut5G4rgB1ClpMTMfjoIuy,Happy
43,0.801,0.134,108.001,0.0333,0.00415,0.000248,0.703,202222,-4.694,0.672,6QD2VjrjttjljqUZPf9R89,Happy
44,0.912,0.259,128.024,0.0884,0.0434,0.0,0.595,234453,-3.428,0.762,3rfhI32Il2hVRKDkuGeeen,Happy
45,0.817,0.117,119.95,0.0407,0.00987,0.00167,0.736,204760,-4.9,0.653,3LUWWox8YYykohBbHUrrxd,Happy
46,0.67,0.338,118.159,0.0473,0.0104,3.33e-06,0.588,238173,-6.439,0.505,5N4erncE7kuUccm7zEmwzk,Happy
47,0.807,0.348,103.038,0.035,0.0714,0.28,0.763,229640,-3.714,0.559,3FtYbEfBqAlGO46NUDQSAt,Happy
48,0.791,0.157,102.071,0.124,0.0384,0.0,0.72,175427,-4.689,0.756,2Dz8KeCYs9awlwUJStJlmh,Happy
49,0.96,0.121,117.486,0.032,0.0457,0.0,0.574,254733,-4.906,0.978,2Y90nL1ohB4sgYELDs7uNx,Happy
50,0.735,0.242,115.741,0.0457,0.286,0.0,0.672,201287,-4.733,0.754,4ofwffwvvnbSkrMSCKQDaC,Happy
51,0.886,0.0826,97.012,0.0431,0.185,0.0,0.673,216773,-4.44,0.795,4HlFJV71xXKIGcU3kRyttv,Happy
52,0.706,0.105,106.52,0.0312,0.0833,0.0,0.689,226268,-4.48,0.623,2sX7lJXsOYGP1Us6CqM9t1,Happy
53,0.816,0.335,95.39,0.0465,0.122,0.0,0.548,174000,-4.209,0.557,6UelLqGlWMcVH1E5c4H7lY,Happy
54,0.847,0.25,173.914,0.0348,5.12e-06,0.0208,0.323,98400,-4.716,0.859,1Q8reqCOXg2yqNr47HGo9X,Happy
55,0.778,0.111,126.001,0.0522,0.0856,0.0,0.646,200347,-4.07,0.874,6Ie4zAU48O8czAm0sAG0D7,Happy
56,0.866,0.257,128.038,0.0619,0.00701,0.0,0.578,199080,-3.804,0.619,0kzw2tRyuL9rzipi5ntlIy,Happy
57,0.849,0.121,100.095,0.0649,0.0916,0.0,0.679,238667,-3.841,0.683,6iMoJ3UdrO2ZjzzcaN8Eom,Happy
58,0.589,0.136,97.979,0.0403,0.00417,2.67e-05,0.768,199380,-8.991,0.757,6zTKuNMEU3svBn65L6u88M,Happy
59,0.649,0.332,95.034,0.0691,0.223,0.0,0.876,203680,-4.369,0.742,5H9H0i7UCmRDCZRHldbmhN,Happy
60,0.712,0.211,98.023,0.046,0.132,0.0,0.694,201122,-3.923,0.799,1rIKgCH4H52lrvDcz50hS8,Happy
61,0.844,0.238,110.031,0.0409,0.0016,0.00247,0.639,172376,-3.126,0.697,3AYirxvYvayyrk0u4c2ytC,Happy
62,0.567,0.18,144.021,0.0585,0.193,0.00023,0.789,145701,-8.501,0.725,6Gl9htJmNmnugLygZo15QF,Happy
63,0.768,0.325,123.07,0.0394,0.0119,4.91e-06,0.781,213309,-5.991,0.486,5N5k9nd479b1xpDZ4usjrg,Happy
64,0.758,0.152,117.82,0.221,0.00616,0.0,0.79,152526,-4.286,0.79,1GELM6kROxHwFJDJdp7qqy,Happy
65,0.817,0.0905,77.053,0.052,0.134,0.0,0.529,225587,-4.05,0.299,4GV5sSkmlS3BQutuSIqZkV,Happy
66,0.862,0.0814,123.994,0.11,0.037,2.19e-05,0.791,214847,-3.24,0.592,7ef4DlsgrMEH11cDZd32M6,Happy
67,0.598,0.295,149.836,0.0868,0.16,0.0,0.758,184905,-5.695,0.658,4TgxFMOn5yoESW6zCidCXL,Happy
68,0.699,0.0814,104.941,0.0958,0.488,3.6e-06,0.773,180120,-5.982,0.513,4BiiOzZCrXEzHRLYcYFiD5,Happy
69,0.743,0.111,169.981,0.0425,0.0267,0.00504,0.558,184941,-5.744,0.4,0K7dHDzNwEAF4kgJUK96Mq,Happy
70,0.497,0.0911,99.137,0.0809,0.152,0.0,0.677,236853,-5.763,0.419,0Zbbxnx4SGGHoIow4PpISP,Happy
71,0.653,0.191,100.051,0.0626,0.195,0.0,0.565,174507,-5.846,0.471,61A5grQZlbqoCxVUWLI19v,Happy
72,0.869,0.0593,123.964,0.0461,0.149,0.0,0.678,200533,-4.345,0.882,0iSWAT0EL8TwmzcgBjKMh6,Happy
73,0.584,0.366,179.954,0.284,0.0805,0.0,0.581,206046,-4.928,0.756,6SGG5AxHShqSYiV9fCWpZz,Happy
74,0.954,0.0555,178.043,0.0476,0.00414,0.0,0.425,243160,-3.756,0.933,0Ph6L4l8dYUuXFmb71Ajnd,Happy
75,0.643,0.0735,102.09,0.325,0.203,0.0,0.582,161075,-5.242,0.645,6S9i5ew6dEQO0RSTkmBLoE,Happy
76,0.435,0.106,114.963,0.0391,0.369,0.0,0.666,153931,-8.089,0.6,05OCY605lOXP7koHNBMPc2,Happy
77,0.363,0.363,94.978,0.0261,0.699,3e-05,0.682,154275,-10.837,0.203,5tqNWWiySiABLrGAvSWsO5,Happy
78,0.908,0.241,144.581,0.0879,1.4e-05,1.4e-05,0.376,265560,-3.793,0.266,67vYdAAM3oGsEImCRfbtsF,Happy
79,0.891,0.357,104.954,0.0376,0.000896,0.000137,0.568,190227,-5.786,0.522,5TUZhrb8UaaA76NhzZax2Z,Happy
80,0.555,0.418,110.663,0.049,0.0618,1.76e-06,0.393,313193,-7.26,0.328,6731YdP19CJBKlSaJNBAK0,Happy
81,0.642,0.108,96.957,0.134,0.00529,0.0,0.762,249984,-4.387,0.501,5X5glzGswcMhovzjTezQFC,Happy
